"cif";"customer_name";"age_group";"income_bracket";"region";"account_type";"risk_profile";"preferences";"created_at";"updated_at"
100933;Kelly Barber;"26-35";"25k-50k";Semarang;Premium;High;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-01-04 18:13:23.627;2025-07-12 11:10:36.361
100946;Jamie Blair;"46-55";"75k-100k";Bandung;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-07-19 03:46:48.654;2025-07-19 21:18:30.757
100960;Olivia Nainggolan;"36-45";"100k-150k";Medan;Premium;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-02-18 20:55:59.427;2025-07-23 22:39:36.860
100973;Emily Ochoa;"18-25";"50k-75k";Makassar;Gold;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-03-21 10:21:48.327;2025-07-30 05:11:15.118
100981;Prasetya Hardiansyah;"26-35";<25k;Bandung;Gold;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-11-14 16:05:59.731;2025-07-10 01:03:26.796
100987;Sierra Hernandez;"56-65";"150k+";Semarang;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-04-29 10:02:17.344;2025-07-21 18:41:43.297
101036;Frederick Jones;"46-55";<25k;Makassar;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-05-28 23:33:52.704;2025-07-18 03:59:05.787
101047;Seth Adams;"26-35";"75k-100k";Semarang;Premium;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2023-12-04 12:53:46.319;2025-07-31 16:18:59.944
101120;Miss Annette Smith;"46-55";"50k-75k";Medan;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-05-25 09:43:21.948;2025-07-23 08:26:44.622
101132;Lisa Gregory;"26-35";<25k;Palembang;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-07-01 22:55:52.134;2025-07-10 18:14:40.175
101240;Elizabeth Coleman;"65+";"50k-75k";Jakarta;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2025-02-05 22:00:17.019;2025-07-28 04:10:23.925
101299;Mr Thomas Price;"26-35";<25k;Palembang;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-09-25 19:48:53.650;2025-08-01 16:39:33.966
101413;Eric Lucero;"46-55";"150k+";Semarang;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-06-29 04:18:47.955;2025-07-26 00:46:46.911
100200;Mitchell Estrada;"36-45";"75k-100k";Denpasar;Premium;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-02-06 02:06:26.501;2025-07-15 04:27:11.604
100247;Najwa Rajata;"46-55";"75k-100k";Semarang;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-05-20 15:57:53.618;2025-07-25 15:14:45.173
100261;drg. Kayla Puspasari;"56-65";"75k-100k";Denpasar;Gold;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2025-05-20 22:35:23.603;2025-07-17 07:19:10.737
100276;Richard Miller;"26-35";<25k;Makassar;Basic;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-01-08 05:53:04.046;2025-07-11 23:09:49.978
100323;Dr Clifford Dawson;"46-55";"100k-150k";Makassar;Basic;High;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-06-25 14:47:34.133;2025-07-14 21:33:27.579
100367;T. Hardana Kuswandari;"56-65";"50k-75k";Makassar;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-01-19 14:24:33.882;2025-07-23 20:21:56.051
100396;Kenneth Dyer;"36-45";"100k-150k";Jakarta;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-03-05 14:38:32.911;2025-07-22 21:36:00.925
100452;Dr Mohammad Smith;"46-55";"100k-150k";Medan;Gold;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-11-16 10:06:22.090;2025-07-11 05:53:22.818
100460;Andrew Berry;"18-25";"25k-50k";Jakarta;Premium;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2023-09-05 14:47:03.276;2025-07-06 14:03:58.935
100498;Juan Harris;"18-25";"100k-150k";Medan;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2023-09-26 17:25:47.265;2025-07-24 08:21:35.842
100523;Alicia Wright;"56-65";<25k;Medan;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-10-07 18:23:51.935;2025-07-19 23:40:15.906
100543;Eileen Deleon;"18-25";"50k-75k";Jakarta;Gold;High;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-07-30 05:21:16.848;2025-07-28 01:47:12.056
100627;Maurice Kay;"56-65";"150k+";Medan;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-08-23 02:52:07.272;2025-07-11 04:34:59.164
100690;James Stanley;"46-55";"75k-100k";Semarang;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-07-17 07:59:05.940;2025-07-19 06:06:43.222
100860;Timothy Vaughn;"36-45";<25k;Bandung;Premium;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-02-23 14:20:32.996;2025-08-02 07:56:28.409
100870;Drs. Tiara Mustofa;"56-65";"100k-150k";Bandung;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-07-31 19:56:17.987;2025-07-22 17:30:10.734
100914;Francis Johnson-Brown;"65+";"75k-100k";Makassar;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-07-10 04:16:31.545;2025-07-27 10:43:54.294
100926;Purwanto Utama;"26-35";"50k-75k";Denpasar;Premium;High;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2025-05-31 20:26:08.490;2025-07-12 19:03:54.012
100991;Kelly Weaver;"56-65";"100k-150k";Makassar;Premium;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-07-04 23:43:58.654;2025-07-21 04:40:19.755
101020;Kimberly Williams;"65+";<25k;Denpasar;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-11-28 12:30:19.358;2025-07-27 21:25:59.122
101050;Ms Sharon Hayes;"36-45";"25k-50k";Bandung;Basic;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-03-29 16:31:27.815;2025-07-10 01:35:16.828
101051;Joyce Jones;"26-35";"150k+";Palembang;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2023-09-02 21:14:51.687;2025-07-11 21:10:49.724
101087;Jagaraga Megantara;"26-35";"75k-100k";Bandung;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2025-05-17 06:58:55.970;2025-07-12 00:41:35.087
101092;Eric Wilson;"36-45";"50k-75k";Surabaya;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-04-19 20:33:39.333;2025-07-16 04:18:11.745
101136;Jennifer Wilkins;"56-65";"75k-100k";Medan;Gold;High;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-08-03 20:05:30.935;2025-07-21 21:22:05.264
101179;Cody Reed;"46-55";<25k;Bandung;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-07-02 15:15:56.736;2025-07-15 15:49:32.651
101267;Violet Nashiruddin;"46-55";"150k+";Bandung;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2023-12-17 09:51:26.808;2025-07-19 10:21:41.283
101300;Prayitna Mansur;"26-35";"25k-50k";Palembang;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-11-28 01:28:41.839;2025-07-19 16:01:50.671
101304;Kimberly Ferguson;"56-65";"100k-150k";Jakarta;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2025-04-30 23:36:21.427;2025-07-31 15:02:02.211
101314;Mr Joel Marshall;"65+";"150k+";Jakarta;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2025-04-08 20:55:13.460;2025-08-01 00:56:03.354
101369;Cindy Jackson;"65+";"50k-75k";Medan;Basic;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-01-01 08:40:55.522;2025-07-06 12:52:03.249
101380;Allison Ryan;"56-65";<25k;Medan;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-06-12 10:38:26.479;2025-07-08 04:37:55.288
100177;Stephanie Lewis;"65+";<25k;Jakarta;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2025-01-27 08:31:33.400;2025-07-12 01:40:05.041
100190;Marian Day;"18-25";"100k-150k";Jakarta;Platinum;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-09-10 01:47:37.258;2025-07-06 09:43:27.964
100219;Bruce Metcalfe;"56-65";"150k+";Jakarta;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-04-05 21:29:39.392;2025-07-22 22:56:50.969
100317;Rachael Arnold;"18-25";"75k-100k";Bandung;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2023-10-10 18:56:50.183;2025-07-30 19:30:16.035
100531;Cahyanto Wulandari;"18-25";"25k-50k";Makassar;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2023-11-03 08:41:38.642;2025-07-22 19:38:18.731
100632;Drs. Caturangga Narpati;"56-65";"100k-150k";Bandung;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-09-10 02:34:36.002;2025-07-10 12:52:54.916
100659;Baktianto Melani;"26-35";<25k;Surabaya;Gold;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2023-11-08 19:59:42.427;2025-07-20 19:18:42.259
100672;Taufik Mansur;"26-35";"25k-50k";Jakarta;Platinum;High;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-01-02 04:50:12.477;2025-07-28 01:51:55.701
100677;John Garcia;"36-45";"75k-100k";Jakarta;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-03-11 06:53:27.845;2025-07-19 20:30:21.680
100691;Embuh Purwanti, M.TI.;"65+";"50k-75k";Palembang;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-11-25 22:17:49.320;2025-07-22 08:48:48.712
100724;Josephine Moore;"18-25";"150k+";Palembang;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2025-05-08 13:55:14.494;2025-07-31 22:31:17.079
100742;Helen Andrews;"18-25";<25k;Bandung;Basic;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2023-12-16 13:41:43.919;2025-07-06 15:14:12.939
100745;Limar Sitorus;"26-35";"100k-150k";Makassar;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2025-05-24 12:59:19.820;2025-08-01 14:15:12.935
100746;Ashley Cruz;"18-25";"150k+";Denpasar;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-07-05 17:24:48.360;2025-07-28 02:47:20.862
100750;Jennifer Jensen;"65+";<25k;Denpasar;Platinum;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-12-11 12:54:20.297;2025-07-07 11:53:58.904
100808;Yuliana Hidayat;"46-55";<25k;Bandung;Basic;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2023-12-09 02:13:35.114;2025-08-04 06:48:53.043
100851;Abdul Thomas;"46-55";"100k-150k";Jakarta;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-07-23 18:47:57.496;2025-07-06 20:34:12.393
100891;Carlos Anderson;"36-45";"150k+";Bandung;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-11-29 18:20:13.879;2025-07-13 12:59:52.472
100927;Robert Underwood;"46-55";"50k-75k";Semarang;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-06-14 20:32:25.551;2025-07-20 22:25:05.819
100934;Gatot Simbolon, M.Ak;"65+";"50k-75k";Makassar;Premium;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-12-06 02:03:35.869;2025-07-25 15:13:45.674
101045;Dr. Latika Irawan, S.Gz;"46-55";"75k-100k";Surabaya;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-04-16 18:45:13.032;2025-07-26 14:47:09.155
101059;Kenneth West;"46-55";"100k-150k";Palembang;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-06-07 10:39:19.488;2025-07-07 13:15:56.237
101096;Andrew Waters-Morgan;"65+";<25k;Bandung;Platinum;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2023-11-16 15:03:15.944;2025-07-07 20:29:28.013
101113;Jagaraga Kuswandari;"18-25";"75k-100k";Palembang;Gold;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-11-04 06:46:24.463;2025-07-09 07:07:58.551
101125;Susan Simmons;"56-65";"150k+";Denpasar;Gold;High;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-10-11 16:03:49.507;2025-07-30 13:50:50.295
101165;Mr Joseph Smith;"18-25";"150k+";Bandung;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2025-04-16 15:03:23.172;2025-07-15 12:59:25.366
101301;Kelly Cowan;"18-25";"100k-150k";Medan;Business;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-05-26 21:11:50.427;2025-07-08 20:15:11.643
100086;Ulya Lailasari;"36-45";"150k+";Palembang;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-02-20 23:03:44.711;2025-07-31 20:09:14.560
100236;Hana Winarsih;"46-55";"50k-75k";Semarang;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-09-27 23:56:04.461;2025-07-13 13:10:29.202
100321;Elizabeth Whitaker;"36-45";"50k-75k";Jakarta;Gold;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2023-08-14 06:57:21.101;2025-07-30 23:30:13.080
100356;Kambali Fujiati, S.Farm;"65+";"100k-150k";Denpasar;Premium;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2024-11-17 08:26:01.686;2025-07-27 16:24:19.421
100357;Jasmin Wallace;"65+";"75k-100k";Palembang;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-02-09 21:33:53.880;2025-07-08 14:00:16.912
100364;Sutan Ajimin Rahimah, S.Kom;"26-35";<25k;Medan;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-07-12 11:08:52.464;2025-07-28 09:23:38.649
100466;Stanley Owens;"18-25";"150k+";Palembang;Premium;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-10-19 05:43:07.935;2025-07-13 03:23:48.889
100477;Sian Hughes;"26-35";"150k+";Palembang;Gold;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2023-11-20 09:35:41.849;2025-07-20 08:59:18.624
100480;Yoga Budiyanto, S.Gz;"65+";<25k;Jakarta;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2023-12-14 10:47:04.624;2025-07-25 03:13:37.635
100482;Amalia Permata;"36-45";<25k;Makassar;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-03-22 03:59:44.360;2025-07-31 07:26:08.933
100504;Rachael Arnold;"36-45";"100k-150k";Semarang;Basic;High;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2025-05-19 20:30:11.569;2025-07-06 21:03:44.021
100547;Mohammed Stevens;"56-65";"50k-75k";Medan;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-09-29 17:45:50.631;2025-07-15 13:20:22.911
100558;Cameron Burgess;"56-65";"75k-100k";Jakarta;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-08-15 03:07:11.290;2025-07-20 23:53:38.619
100661;Robert Walker;"18-25";"50k-75k";Medan;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-01-25 12:22:04.288;2025-07-07 22:47:36.961
100683;Samuel Short;"56-65";<25k;Surabaya;Basic;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-03-10 21:34:57.509;2025-07-21 13:14:43.331
100688;Eileen Thornton;"18-25";"100k-150k";Bandung;Gold;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2025-07-17 23:35:53.550;2025-08-03 19:54:52.504
100725;Gregory Ford;"65+";"100k-150k";Surabaya;Platinum;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-05-19 10:13:55.710;2025-07-25 05:52:24.152
100763;Rebecca Williams;"56-65";<25k;Semarang;Basic;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-09-26 13:34:51.214;2025-07-22 17:43:16.044
100817;R. Radika Agustina, S.Psi;"18-25";"75k-100k";Makassar;Gold;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2025-02-10 19:05:41.869;2025-07-29 04:45:22.282
100840;R.M. Bakidin Namaga, S.H.;"26-35";<25k;Medan;Platinum;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2025-05-15 20:58:48.633;2025-07-29 18:03:59.464
100847;Tasdik Nuraini, S.I.Kom;"65+";"100k-150k";Makassar;Basic;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-11-08 07:25:32.036;2025-07-24 11:51:05.118
100874;Gillian Tomlinson;"26-35";"150k+";Medan;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-01-05 10:39:05.127;2025-07-15 18:41:29.377
100881;Ella Gunawan, S.Gz;"65+";"25k-50k";Jakarta;Business;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2025-05-30 23:46:09.463;2025-08-01 20:36:36.914
100980;Ellie Lord;"26-35";"150k+";Bandung;Gold;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2024-01-08 21:01:44.430;2025-07-31 02:17:42.444
100986;Dartono Thamrin;"26-35";"25k-50k";Makassar;Basic;High;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2024-02-01 00:47:57.961;2025-08-01 09:47:12.571
100989;Brittney Johnson;"65+";"75k-100k";Bandung;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2025-01-11 08:54:26.832;2025-07-27 02:59:38.725
101005;Susan Harrison;"18-25";"75k-100k";Semarang;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""aggressive""}";2025-07-10 10:35:21.526;2025-08-01 20:54:16.253
101037;Mr Justin Hussain;"56-65";<25k;Makassar;Basic;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2025-05-02 21:30:18.610;2025-07-06 09:58:28.323
101080;Mary Mills;"65+";"150k+";Makassar;Premium;Medium;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-05-17 07:17:49.475;2025-07-25 10:39:51.783
101137;Jessica Schroeder;"18-25";"75k-100k";Palembang;Premium;Low;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2025-02-14 05:50:37.129;2025-08-02 21:10:47.125
101164;drg. Keisha Gunarto, S.Gz;"46-55";"75k-100k";Jakarta;Business;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-12-18 07:02:53.941;2025-07-25 06:25:24.514
101244;Miss Sian Hopkins;"36-45";"150k+";Makassar;Premium;Medium;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2024-03-31 10:50:01.833;2025-07-30 09:25:55.202
100178;Kanda Hutapea;"26-35";"100k-150k";Surabaya;Gold;Low;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-01-17 10:13:20.324;2025-07-26 13:45:35.424
100331;Lewis White-Woods;"65+";"25k-50k";Semarang;Premium;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""aggressive""}";2025-01-20 00:12:27.480;2025-07-15 19:04:48.114
100351;Morgan Austin;"56-65";"150k+";Makassar;Premium;Low;"{""language"": ""en"", ""notifications"": true, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2025-06-26 02:40:28.671;2025-08-02 22:21:23.608
100354;Emin Sinaga;"26-35";"50k-75k";Makassar;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""conservative""}";2023-08-22 11:20:14.825;2025-07-11 00:45:52.950
100377;James Mason;"18-25";"25k-50k";Denpasar;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2023-08-24 13:12:23.855;2025-07-06 08:25:48.354
100378;Laila Suartini;"36-45";"75k-100k";Semarang;Basic;Medium;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""web"", ""investment_interest"": ""moderate""}";2024-03-17 06:18:15.080;2025-07-14 19:11:28.307
100397;Philip Gardner;"36-45";"150k+";Denpasar;Basic;High;"{""language"": ""id"", ""notifications"": false, ""preferred_channel"": ""branch"", ""investment_interest"": ""conservative""}";2024-03-10 12:18:52.725;2025-07-14 12:32:18.479
100416;Jasmin Prasetyo;"46-55";"50k-75k";Medan;Business;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""moderate""}";2024-07-01 04:28:56.637;2025-08-03 04:44:12.329
100424;Scott Bishop;"56-65";"50k-75k";Palembang;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""moderate""}";2024-08-06 12:43:57.114;2025-07-20 15:25:04.676
100435;Mrs Chloe Nicholson;"46-55";"150k+";Surabaya;Basic;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2025-05-08 01:53:42.820;2025-07-08 15:52:16.163
100485;Ir. Cakrabuana Yolanda;"56-65";"150k+";Bandung;Premium;Medium;"{""language"": ""id"", ""notifications"": true, ""preferred_channel"": ""branch"", ""investment_interest"": ""aggressive""}";2024-08-06 22:13:49.041;2025-07-20 15:48:28.900
100538;Richard Garcia;"18-25";"75k-100k";Denpasar;Basic;Low;"{""language"": ""en"", ""notifications"": false, ""preferred_channel"": ""mobile"", ""investment_interest"": ""conservative""}";2023-11-02 21:29:53.792;2025-07-09 05:45:58.882
